"id","scientificName","scientificNameAuthorship","eventDate","decimalLongitude","decimalLatitude","institutionCode","collectionCode","catalogNumber","scientificNameID","originalscientificname","acceptedNameUsage","acceptedNameUsageID","accessRights","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","behavior","bibliographicCitation","class","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","countryCode","county","dataGeneralizations","datasetID","dateIdentified","depth","division","dynamicProperties","establishmentMeans","eventID","eventRemarks","eventTime","family","fieldNotes","fieldNumber","footprintSRS","footprintWKT","forma","genus","geodeticDatum","habitat","higherClassification","higherGeography","higherGeographyID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identifiedBy","individualCount","individualID","informationWithheld","infraclass","infrakingdom","infraorder","infraphylum","institutionID","island","islandGroup","kingdom","language","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","materialSampleID","maximumDepthInMeters","minimumDepthInMeters","modified","municipality","nameAccordingTo","nameAccordingToID","namePublishedIn","namePublishedInID","occurrenceID","occurrenceRemarks","occurrenceStatus","order","originalNameUsage","originalNameUsageID","otherCatalogNumbers","ownerInstitutionCode","parvorder","phylum","qc","recordNumber","recordedBy","references","reproductiveCondition","resource_id","rights","rightsHolder","section","sex","source","species","stateProvince","subclass","subdivision","subfamily","subforma","subgenus","subkingdom","suborder","subphylum","subsection","subspecies","subterclass","subtribe","subvariety","superclass","superfamily","superorder","supertribe","taxonConceptID","taxonID","taxonRank","taxonRemarks","taxonomicStatus","taxonomicgroup","tribe","type","typeStatus","valid_id","variety","vernacularName","waterBody","worms_id","year"
660144,"Asterina gibbosa","(Pennant, 1777)","1977-07-08 12:00:00",11.416999816894501,34.5670013427734,"USNM","Invertebrate Zoology: Echinoderms","E28541.336552","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,,,,"Asteroidea",,,,,,,,,,31.5,,,,,,,"Asterinidae",,,,,,"Asterina",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Valvatida",,,,,,"Echinodermata",808943231,,,,,500,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1977"
891352,"Asterina gibbosa","(Pennant, 1777)","1974-05-01 12:00:00",10.583000183105499,34.382999420166,"USNM","Invertebrate Zoology: Echinoderms","E47887.356053","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,,,,"Asteroidea",,,,,,,,,,32,,,,,,,"Asterinidae",,,,,,"Asterina",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Valvatida",,,,,,"Echinodermata",808943231,,,,,500,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1974"
2445474,"Asterina gibbosa","(Pennant, 1777)","1973-06-09 12:00:00",26.75,38.666999816894496,"USNM","Invertebrate Zoology: Echinoderms","E47863.356027","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,,,,"Asteroidea",,,,,,,,,,2,,,,,,,"Asterinidae",,,,,,"Asterina",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Valvatida",,,,,,"Echinodermata",808943231,,,,,500,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1973"
4139264,"Asterina gibbosa","(Pennant, 1777)","1985-08-31 12:00:00",12.5749998092651,37.6533317565918,"USNM","Invertebrate Zoology: Echinoderms","E33940.341923","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,,,,"Asteroidea",,,,,,,,,,3,,,,,,,"Asterinidae",,,,,,"Asterina",,,,,,,,,,,"2",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Valvatida",,,,,,"Echinodermata",808943231,,,,,500,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1985"
5493346,"Asterina gibbosa","(Pennant, 1777)","1996-03-30 12:00:00",149.001998901367,-20.5,"AIMS","Biotechnology Collection","AIMS-000088","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,,,,"Asteroidea",,,,,,,,,,32,,,,,,,"Asterinidae",,,,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Valvatida",,,,,,"Echinodermata",821558911,,,,,123,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1996"
5881210,"Asterina gibbosa","(Pennant, 1777)","1967-02-28 12:00:00",10.3000001907349,36.7750015258789,"USNM","Invertebrate Zoology: Echinoderms","E28083.336082","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,,,,"Asteroidea",,,,,,,,,,,,,,,,,"Asterinidae",,,,,,"Asterina",,,,,,,,,,,"3",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Valvatida",,,,,,"Echinodermata",808943231,,,,,500,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1967"
6608840,"Asterina gibbosa","(Pennant, 1777)","1973-07-12 12:00:00",10.633000373840302,34.4500007629395,"USNM","Invertebrate Zoology: Echinoderms","E28520.336531","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,,,,"Asteroidea",,,,,,,,,,35,,,,,,,"Asterinidae",,,,,,"Asterina",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Valvatida",,,,,,"Echinodermata",808943231,,,,,500,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1973"
6841468,"Asterina gibbosa","(Pennant, 1777)","1973-07-07 12:00:00",11.505000114440902,34.6083297729492,"USNM","Invertebrate Zoology: Echinoderms","E28540.336551","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,,,,"Asteroidea",,,,,,,,,,25,,,,,,,"Asterinidae",,,,,,"Asterina",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Valvatida",,,,,,"Echinodermata",808943231,,,,,500,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1973"
7426059,"Asterina gibbosa","(Pennant, 1777)","1973-06-25 12:00:00",11.408329963684098,33.5166702270508,"USNM","Invertebrate Zoology: Echinoderms","E28529.336540","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,,,,"Asteroidea",,,,,,,,,,30.5,,,,,,,"Asterinidae",,,,,,"Asterina",,,,,,,,,,,"1",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Valvatida",,,,,,"Echinodermata",808943231,,,,,500,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1973"
10876594,"Asterina gibbosa","(Pennant, 1777)","1974-06-17 12:00:00",12.428330421447802,38.029998779296896,"USNM","Invertebrate Zoology: Echinoderms","E32124.340240","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,,,,"Asteroidea",,,,,,,,,,,,,,,,,"Asterinidae",,,,,,"Asterina",,,,,,,,,,,"2",,,,,,,,,,"Animalia",,,,,,,,,,,,,,,,,,,"Valvatida",,,,,,"Echinodermata",807894655,,,,,500,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1974"
343095245,"Asterina gibbosa","(Pennant, 1777)","1995-01-29 12:00:00",-10.171,53.43600000000001,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Galway",,"IMIS:dasid:345",,0,,,,,,,"Asterinidae",,"6",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"S of Lyalmore, Slyne Head area.",,,,,"0","0","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x302D030001002101",,,"Valvatida",,,,,,"Echinodermata",1073216639,,"BioMar field team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1995"
343095289,"Asterina gibbosa","(Pennant, 1777)","1994-07-16 12:00:00",-6.4,52.168,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Wexford",,"IMIS:dasid:345",,12.2,,,,,,,"Asterinidae",,"47",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"NE of Terchen, Carnsore Point to Forlorn Point.",,,,,"13.6","10.8","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x2A24030001005C01",,,"Valvatida",,,,,,"Echinodermata",1073215615,,"BioMar team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1994"
343096332,"Asterina gibbosa","(Pennant, 1777)","1995-01-29 12:00:00",-10.068999999999999,53.468999999999994,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Galway",,"IMIS:dasid:345",,2.25,,,,,,,"Asterinidae",,"15",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"Lough Athola, Mannin Bay.",,,,,"4","0.5","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x8C20030001000001",,,"Valvatida",,,,,,"Echinodermata",1073216639,,"BioMar field team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1995"
343096662,"Asterina gibbosa","(Pennant, 1777)","1995-01-29 12:00:00",-10.074,53.466,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Galway",,"IMIS:dasid:345",,0,,,,,,,"Asterinidae",,"16",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"Entrance to Lough Athola, Mannin Bay.",,,,,"0","0","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x0A28030001006900",,,"Valvatida",,,,,,"Echinodermata",1073216639,,"BioMar field team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1995"
343097083,"Asterina gibbosa","(Pennant, 1777)","1994-08-13 12:00:00",-10.096,54.243,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Mayo",,"IMIS:dasid:345",,0,,,,,,,"Asterinidae",,"25",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"N of Annagh Head, Mullet peninsula.",,,,,"0","0","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x8820030001000400",,,"Valvatida",,,,,,"Echinodermata",1073215615,,"BioMar team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1994"
343097103,"Asterina gibbosa","(Pennant, 1777)","1994-08-13 12:00:00",-10.096,54.243,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Mayo",,"IMIS:dasid:345",,0,,,,,,,"Asterinidae",,"25",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"N of Annagh Head, Mullet peninsula.",,,,,"0","0","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x892003000100FE00",,,"Valvatida",,,,,,"Echinodermata",1073215615,,"BioMar team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1994"
343097578,"Asterina gibbosa","(Pennant, 1777)","1995-01-29 12:00:00",-10.128,53.522,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Galway",,"IMIS:dasid:345",,0,,,,,,,"Asterinidae",,"27",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"Opposite Gubbatruffaun, Streamstown Bay.",,,,,"0","0","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x3B2D030001003500",,,"Valvatida",,,,,,"Echinodermata",1073216639,,"BioMar field team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1995"
343097744,"Asterina gibbosa","(Pennant, 1777)","1995-10-17 12:00:00",-9.058,54.285,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Sligo",,"IMIS:dasid:345",,0,,,,,,,"Asterinidae",,"17",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"Rathlee Head, Lenadoon Point, Killala Bay.",,,,,"0","0","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0xF22703000100F001",,,"Valvatida",,,,,,"Echinodermata",1073216639,,"BioMar Field Team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1995"
343097755,"Asterina gibbosa","(Pennant, 1777)","1995-10-17 12:00:00",-9.058,54.285,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Sligo",,"IMIS:dasid:345",,0,,,,,,,"Asterinidae",,"17",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"Rathlee Head, Lenadoon Point, Killala Bay.",,,,,"0","0","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0xF327030001004A01",,,"Valvatida",,,,,,"Echinodermata",1073216639,,"BioMar Field Team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1995"
343098391,"Asterina gibbosa","(Pennant, 1777)","1995-10-02 12:00:00",-9.52,52.755,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Clare",,"IMIS:dasid:345",,0,,,,,,,"Asterinidae",,"23",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"Magrath's Point, Doughmore Bay.",,,,,"0","0","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x792803000100AD00",,,"Valvatida",,,,,,"Echinodermata",1073216639,,"BioMar Field Team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1995"
343100219,"Asterina gibbosa","(Pennant, 1777)","1995-10-02 12:00:00",-9.546,53.24,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Galway",,"IMIS:dasid:345",,0,,,,,,,"Asterinidae",,"18",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"W of Cloghmore Point, Kilkieran Bay.",,,,,"0","0","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0xA12D03000100C700",,,"Valvatida",,,,,,"Echinodermata",1073216639,,"BioMar Field Team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1995"
343100739,"Asterina gibbosa","(Pennant, 1777)","1994-07-16 12:00:00",-6.3420000000000005,52.181000000000004,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Wexford",,"IMIS:dasid:345",,11.1,,,,,,,"Asterinidae",,"44",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"S of Fundale Rock, Greenore Point to Carnsore Point.",,,,,"12.7","9.5","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x1B24030001009700",,,"Valvatida",,,,,,"Echinodermata",1073215615,,"BioMar team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1994"
343100773,"Asterina gibbosa","(Pennant, 1777)","1995-10-02 12:00:00",-9.546,53.24,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Galway",,"IMIS:dasid:345",,0,,,,,,,"Asterinidae",,"18",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"W of Cloghmore Point, Kilkieran Bay.",,,,,"0","0","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x1E24030001001D01",,,"Valvatida",,,,,,"Echinodermata",1073216639,,"BioMar Field Team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1995"
343100979,"Asterina gibbosa","(Pennant, 1777)","1994-07-16 12:00:00",-6.292000000000001,52.229,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Wexford",,"IMIS:dasid:345",,8.55,,,,,,,"Asterinidae",,"37",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"SE of Splaugh Rock, Greenore Point to Carnsore Point.",,,,,"9.2","7.9","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x7E2803000100F900",,,"Valvatida",,,,,,"Echinodermata",1073215615,,"BioMar team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1994"
343102405,"Asterina gibbosa","(Pennant, 1777)","1993-08-21 12:00:00",-9.844,53.138000000000005,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Galway",,"IMIS:dasid:345",,18,,,,,,,"Asterinidae",,"7",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"S of South Island, Inishmore, Aran Islands.",,,,,"20.5","15.5","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x2224030001004F01",,,"Valvatida",,,,,,"Echinodermata",1073215615,,"BioMar team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1993"
343102629,"Asterina gibbosa","(Pennant, 1777)","1995-10-02 12:00:00",-9.715,52.49,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Kerry",,"IMIS:dasid:345",,0,,,,,,,"Asterinidae",,"20",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"Kilmore Point, Mouth of the Shannon.",,,,,"0","0","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x3028030001005100",,,"Valvatida",,,,,,"Echinodermata",1073216639,,"BioMar Field Team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1995"
343105028,"Asterina gibbosa","(Pennant, 1777)","1993-08-21 12:00:00",-9.672,53.315,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Galway",,"IMIS:dasid:345",,16.05,,,,,,,"Asterinidae",,"19",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"S of Inishtravin Island, Kilkieran Bay.",,,,,"22.7","9.4","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x802803000100DE00",,,"Valvatida",,,,,,"Echinodermata",1073215615,,"BioMar team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1993"
343105152,"Asterina gibbosa","(Pennant, 1777)","1994-06-25 00:00:00",-6.6,52.12,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Wexford",,"IMIS:dasid:345",,10,,,,,,,"Asterinidae",,"12",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"NNE of Makeston Rocks, Great Saltee, Saltee Islands.",,,,,"11.6","8.4","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x102D03000100C801",,,"Valvatida",,,,,,"Echinodermata",1073215615,,"BioMar team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1994"
343105187,"Asterina gibbosa","(Pennant, 1777)","1994-06-25 00:00:00",-6.617000000000001,52.106,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Wexford",,"IMIS:dasid:345",,17.25,,,,,,,"Asterinidae",,"17",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"NE of Shoal Rock, Saltee Islands.",,,,,"17.4","17.1","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x132D030001007800",,,"Valvatida",,,,,,"Echinodermata",1073215615,,"BioMar team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1994"
343105621,"Asterina gibbosa","(Pennant, 1777)","1994-06-25 00:00:00",-6.5889999999999995,52.12,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Wexford",,"IMIS:dasid:345",,21.5,,,,,,,"Asterinidae",,"11",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"NE of Makeston Rocks, Great Saltee, Saltee Islands.",,,,,"22","21","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0xA22D030001006300",,,"Valvatida",,,,,,"Echinodermata",1073215615,,"BioMar team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1994"
343105863,"Asterina gibbosa","(Pennant, 1777)","1995-10-02 12:00:00",-9.827,52.578,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Clare",,"IMIS:dasid:345",,0,,,,,,,"Asterinidae",,"21",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"Kilclogher Head, Kilbaha Bay.",,,,,"0","0","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x3D2403000100E500",,,"Valvatida",,,,,,"Echinodermata",1073216639,,"BioMar Field Team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1995"
343105895,"Asterina gibbosa","(Pennant, 1777)","1994-06-25 00:00:00",-6.5729999999999995,52.148999999999994,"EcoServe","BioMar","1130","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,,,,,"Wexford",,"IMIS:dasid:345",,10,,,,,,,"Asterinidae",,"7",,,,"Asterina",,,,,,,,,,,,,,,,,,,,,"Animalia",,,"St Patricks Bridge, Saltee Islands.",,,,,"12","8","2005-12-15 11:42:26",,,,,,"urn:catalog:EcoServe:BioMar:1130:0x3F24030001000B00",,,"Valvatida",,,,,,"Echinodermata",1073215615,,"BioMar team","http://www.habitas.org.uk/marinelife/species.asp?item=ZB1130",,47,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1994"
