"id","scientificName","scientificNameAuthorship","eventDate","decimalLongitude","decimalLatitude","institutionCode","collectionCode","catalogNumber","scientificNameID","originalscientificname","acceptedNameUsage","acceptedNameUsageID","accessRights","associatedMedia","associatedReferences","associatedSequences","associatedTaxa","basisOfRecord","behavior","bibliographicCitation","class","collectionID","continent","coordinatePrecision","coordinateUncertaintyInMeters","countryCode","county","dataGeneralizations","datasetID","dateIdentified","depth","division","dynamicProperties","establishmentMeans","eventID","eventRemarks","eventTime","family","fieldNotes","fieldNumber","footprintSRS","footprintWKT","forma","genus","geodeticDatum","habitat","higherClassification","higherGeography","higherGeographyID","identificationID","identificationQualifier","identificationReferences","identificationRemarks","identifiedBy","individualCount","individualID","informationWithheld","infraclass","infrakingdom","infraorder","infraphylum","institutionID","island","islandGroup","kingdom","language","lifeStage","locality","locationAccordingTo","locationID","locationRemarks","materialSampleID","maximumDepthInMeters","minimumDepthInMeters","modified","municipality","nameAccordingTo","nameAccordingToID","namePublishedIn","namePublishedInID","occurrenceID","occurrenceRemarks","occurrenceStatus","order","originalNameUsage","originalNameUsageID","otherCatalogNumbers","ownerInstitutionCode","parvorder","phylum","qc","recordNumber","recordedBy","references","reproductiveCondition","resource_id","rights","rightsHolder","section","sex","source","species","stateProvince","subclass","subdivision","subfamily","subforma","subgenus","subkingdom","suborder","subphylum","subsection","subspecies","subterclass","subtribe","subvariety","superclass","superfamily","superorder","supertribe","taxonConceptID","taxonID","taxonRank","taxonRemarks","taxonomicStatus","taxonomicgroup","tribe","type","typeStatus","valid_id","variety","vernacularName","waterBody","worms_id","year"
405675665,"Asterina gibbosa","(Pennant, 1777)","2005-08-22 12:00:00",-4.1394238367478,50.3309650792726,"Marine Conservation Society","65340","286618714","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Abelard. Plymouth Breakwater",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65340:286618714",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Mac McCorry",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2005"
405676519,"Asterina gibbosa","(Pennant, 1777)","2009-06-21 12:00:00",-5.0612582174377,51.6282460232604,"Marine Conservation Society","65727","286776205","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Hanging Tor. east Freshwater West",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65727:286776205",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Mandy Knott",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2009"
405677982,"Asterina gibbosa","(Pennant, 1777)","2006-08-19 12:00:00",-3.9764026534199797,50.2969704690414,"Marine Conservation Society","65532","286704054","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"St Anchorite's Rock Reef",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65532:286704054",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Mac McCorry",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2006"
405678401,"Asterina gibbosa","(Pennant, 1777)","2007-11-19 12:00:00",-4.1389394521869995,50.3201794259173,"Marine Conservation Society","65360","286626463","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Tinker Shoal",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65360:286626463",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"John Hepburn",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2007"
405679367,"Asterina gibbosa","(Pennant, 1777)","2006-08-20 12:00:00",-4.13549347439874,50.337334177596794,"Marine Conservation Society","65350","286621543","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Duke Rock Buoy",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65350:286621543",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Mary Restell",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2006"
405681105,"Asterina gibbosa","(Pennant, 1777)","2004-09-22 12:00:00",-5.08115751190001,55.5478501951643,"Marine Conservation Society","65793","286817556","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Hamilton Rock South",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65793:286817556",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"John Ferris",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2004"
405683731,"Asterina gibbosa","(Pennant, 1777)","2010-08-15 12:00:00",-2.393431,49.42542,"Marine Conservation Society","65553","286713654","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Les Dents",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65553:286713654",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Jon Bramley",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2010"
405683996,"Asterina gibbosa","(Pennant, 1777)","2006-12-18 12:00:00",-4.14026254268573,50.3183559720556,"Marine Conservation Society","65350","286622500","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"West of Shag Stone/ Mewstone",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65350:286622500",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Martin Burnard",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2006"
405685215,"Asterina gibbosa","(Pennant, 1777)","2007-08-30 12:00:00",-3.7159140829511,50.1994629021204,"Marine Conservation Society","65951","286861802","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Prawle Point",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65951:286861802",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Sally Sharrock",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2007"
405685848,"Asterina gibbosa","(Pennant, 1777)","2010-04-09 12:00:00",-4.12321663101633,50.314170890709896,"Marine Conservation Society","65999","286880701","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Glen Strathallen Wreck",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65999:286880701",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Mark Adie",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2010"
405686563,"Asterina gibbosa","(Pennant, 1777)","2007-09-02 12:00:00",-4.11884571126314,50.310652472764794,"Marine Conservation Society","65360","286625830","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Heybrook Bay",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65360:286625830",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Paul Aldersley",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2007"
405688519,"Asterina gibbosa","(Pennant, 1777)","2010-12-08 12:00:00",-4.12606409668627,50.31501838301371,"Marine Conservation Society","65999","286881639","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Glen Strathallen Wreck",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65999:286881639",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Charles Sandercock",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2010"
405690944,"Asterina gibbosa","(Pennant, 1777)","2011-04-09 12:00:00",-4.684642863075309,53.283292488767394,"Marine Conservation Society","66112","286934387","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"End of the Range 3. nr Treaddur Bay. Anglesey.",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:66112:286934387",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Jack Egerton",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2011"
405693104,"Asterina gibbosa","(Pennant, 1777)","2010-03-10 12:00:00",-4.12606409668627,50.31501838301371,"Marine Conservation Society","65999","286881031","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Glen Strathallen",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65999:286881031",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Rachel Vodden",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2010"
405693638,"Asterina gibbosa","(Pennant, 1777)","2011-07-13 12:00:00",-5.12848911573127,50.411107104134395,"Marine Conservation Society","65419","286650096","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Goose Rock",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65419:286650096",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Emily Priestley",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2011"
405695445,"Asterina gibbosa","(Pennant, 1777)","2004-11-21 12:00:00",-4.19406043598378,50.327247896453,"Marine Conservation Society","65936","286857878","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Cawsand Bay Position 3",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65936:286857878",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Sally Sharrock",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2004"
405696198,"Asterina gibbosa","(Pennant, 1777)","2010-06-09 12:00:00",-4.07478584467198,50.298853793237,"Marine Conservation Society","65998","286879784","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"South of Eastern Ebb Rocks. Gara Point",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65998:286879784",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Mary Restell",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2010"
405697087,"Asterina gibbosa","(Pennant, 1777)","2003-06-22 12:00:00",-4.16799773101075,50.341230208116706,"Marine Conservation Society","65336","286611794","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Picklecombe Point",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65336:286611794",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Sue Hulme",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2003"
405701326,"Asterina gibbosa","(Pennant, 1777)","2007-07-28 12:00:00",-3.72718413980042,50.2010949099862,"Marine Conservation Society","65951","286861404","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Gammon Head south",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65951:286861404",,"present","Valvatida",,,,,,"Echinodermata",1072168063,,"Chris Wood",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2007"
405701654,"Asterina gibbosa","(Pennant, 1777)","2012-09-03 12:00:00",-4.11635786609569,50.317894175254494,"Marine Conservation Society","66023","286892543","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Heybrook Bay",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:66023:286892543",,"present","Valvatida",,,,,,"Echinodermata",1072168063,,"Bob Griffith-Bird",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2012"
405702540,"Asterina gibbosa","(Pennant, 1777)","1984-07-25 12:00:00",-7.3310649636631595,57.2273103018007,"Marine Conservation Society","65298","286577322","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Eilean Mhic Eachain (Loch Eynort. South Uist)",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65298:286577322",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"John Buckley",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"1984"
405703213,"Asterina gibbosa","(Pennant, 1777)","2006-07-04 12:00:00",-4.19216006522713,50.3164891111279,"Marine Conservation Society","65350","286621015","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Penlee Gullies",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65350:286621015",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Dominic Flint",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2006"
405703808,"Asterina gibbosa","(Pennant, 1777)","2007-08-07 12:00:00",-4.04341252107819,50.2877156423873,"Marine Conservation Society","65356","286625996","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Hilsea Pinnacles",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65356:286625996",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Sally Sharrock",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2007"
405708124,"Asterina gibbosa","(Pennant, 1777)","2006-06-03 12:00:00",-5.0562655246399295,51.61848142882361,"Marine Conservation Society","65941","286859344","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Linney Rocks. off Linney Head",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65941:286859344",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"John Morgan",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2006"
405708181,"Asterina gibbosa","(Pennant, 1777)","2007-09-09 12:00:00",-4.12558268760493,50.335716745087005,"Marine Conservation Society","65359","286625608","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Fort Bovisand Harbour",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65359:286625608",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Paul Aldersley",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2007"
405708341,"Asterina gibbosa","(Pennant, 1777)","2004-09-12 12:00:00",-5.086925604169839,55.5405120192232,"Marine Conservation Society","65793","286817575","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"South Slope",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65793:286817575",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"John Ferris",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2004"
405710417,"Asterina gibbosa","(Pennant, 1777)","2011-04-03 12:00:00",-4.15499152959072,50.33337613394521,"Marine Conservation Society","66002","286885974","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"West end of Breakwater",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:66002:286885974",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Trudy Russell",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2011"
405710907,"Asterina gibbosa","(Pennant, 1777)","2007-11-24 12:00:00",-4.12558268760493,50.335716745087005,"Marine Conservation Society","65359","286625677","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Fort Bovisand Harbour",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65359:286625677",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Alex McDonald",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2007"
405713822,"Asterina gibbosa","(Pennant, 1777)","2007-07-28 12:00:00",-3.72718413980042,50.2010949099862,"Marine Conservation Society","65951","286861547","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Gammon Head",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65951:286861547",,"present","Valvatida",,,,,,"Echinodermata",1072168063,,"Paul Dodds",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2007"
405714485,"Asterina gibbosa","(Pennant, 1777)","2006-09-19 12:00:00",-4.12847167311763,50.337462968647394,"Marine Conservation Society","65350","286621975","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Bovisand",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65350:286621975",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"John Hepburn",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2006"
405715294,"Asterina gibbosa","(Pennant, 1777)","2007-07-28 12:00:00",-3.73855293824989,50.20542292472321,"Marine Conservation Society","65951","286861607","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Gammon Head",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65951:286861607",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Sally Sharrock",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2007"
405717771,"Asterina gibbosa","(Pennant, 1777)","2004-06-02 12:00:00",-4.12718777748223,50.3401851043397,"Marine Conservation Society","65935","286857525","urn:lsid:marinespecies.org:taxname:123987","Asterina gibbosa",,,,,,,,"Occurrence",,,"Asteroidea",,"Europe",,"70.7",,,,"IMIS:dasid:746",,,,,,,,,"Asterinidae",,,,,,"Asterina","EPSG:4326",,,,,,,,,,,,,,,,,,,,"Animalia",,,"Jennycliff Bay",,,,,,,"2014-04-16 16:04:51",,,,,,"urn:catalog:Marine Conservation Society:65935:286857525",,"present","Valvatida",,,,,,"Echinodermata",1073216639,,"Emma Jackson",,,103,,,,,,"Asterina gibbosa",,,,,,,,,"Asterozoa",,,,,,,,"Valvatacea",,,,,,,"Echinodermata",,,,407066,,,,123987,"2004"
